site name,site id,ccamlr region,Longitude EPSG:4326,Latitude EPSG:4326,common name,day,month,year,season starting,count,accuracy,count type,vantage,reference,notes
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,19,1,2008,2007,907,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,29,1,2008,2007,646,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,26,1,2009,2008,1267,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,30,1,2011,2010,673,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,10,1,2013,2012,1320,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,3,12,2012,2012,647,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,14,12,2012,2012,792,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,16,12,2013,2013,1262,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,1,1,2015,2014,855,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,11,1,2015,2014,1262,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,17,1,2015,2014,1139,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,5,12,2014,2014,700,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,16,12,2014,2014,921,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,17,1,2016,2015,898,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,14,11,2015,2015,860,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,5,12,2015,2015,1201,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,26,12,2015,2015,1142,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,10,12,2016,2016,1262,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,25,12,2016,2016,1104,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,28,1,2018,2017,1123,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,10,12,2017,2017,1192,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,24,12,2017,2017,1153,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,12,1,2019,2018,903,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Mikkelsen Harbor (Trinity Island),MIKK,48.1,-60.791,-63.9022,gentoo penguin,10,12,2018,2018,1030,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Cape Monaco,MONA,48.1,-64.278164,-64.717138,gentoo penguin,5,2,1979,1978,950,1,chicks,ground,"<strong>Parmalee, D. F. and C. C. Rimmer, </strong><i> 1987</i>. Revised penguin numbers and distributions for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76:65-73.",None
Moot Point,MOOT,48.1,-64.078,-65.2062,gentoo penguin,24,11,2005,2005,74,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Moot Point,MOOT,48.1,-64.078,-65.2062,gentoo penguin,25,11,2006,2006,106,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Moot Point,MOOT,48.1,-64.078,-65.2062,gentoo penguin,25,12,2006,2006,101,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Moot Point,MOOT,48.1,-64.078,-65.2062,gentoo penguin,12,2,2008,2007,278,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Moot Point,MOOT,48.1,-64.078,-65.2062,gentoo penguin,14,2,2009,2008,272,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Moot Point,MOOT,48.1,-64.078,-65.2062,gentoo penguin,23,12,2008,2008,224,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Moot Point,MOOT,48.1,-64.078,-65.2062,gentoo penguin,25,12,2009,2009,323,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Moot Point,MOOT,48.1,-64.078,-65.2062,gentoo penguin,2,1,2011,2010,371,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Moot Point,MOOT,48.1,-64.078,-65.2062,gentoo penguin,5,1,2013,2012,479,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Moot Point,MOOT,48.1,-64.078,-65.2062,gentoo penguin,24,1,2014,2013,463,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Moot Point,MOOT,48.1,-64.078,-65.2062,gentoo penguin,3,1,2015,2014,558,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Moot Point,MOOT,48.1,-64.078,-65.2062,gentoo penguin,27,1,2016,2015,292,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Moot Point,MOOT,48.1,-64.078,-65.2062,gentoo penguin,21,2,2016,2015,430,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Moot Point,MOOT,48.1,-64.078,-65.2062,gentoo penguin,25,1,2018,2017,925,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Muckle Bluff,MUCK,48.1,-54.86,-61.157,chinstrap penguin,18,1,1971,1970,3000,3,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Muckle Bluff,MUCK,48.1,-54.86,-61.157,gentoo penguin,16,2,1971,1970,500,4,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,4,2,1987,1986,397,1,chicks,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,3,2,1996,1995,934,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,23,1,1999,1998,625,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,24,1,2000,1999,1320,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,16,12,1999,1999,864,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,11,1,2003,2002,1042,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,11,12,2002,2002,1072,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,6,2,2004,2003,1134,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,21,12,2003,2003,1088,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,14,1,2005,2004,869,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,4,12,2004,2004,1009,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,14,12,2004,2004,1096,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,28,1,2006,2005,1726,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,22,11,2005,2005,1101,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,3,12,2005,2005,1301,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,13,12,2006,2006,1153,2,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,17,11,2007,2007,957,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,27,11,2007,2007,1129,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,20,1,2009,2008,1621,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,23,1,2009,2008,1617,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,27,1,2009,2008,1730,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,15,2,2009,2008,1443,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,17,11,2008,2008,904,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,18,11,2008,2008,892,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,2,12,2008,2008,1431,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,7,12,2008,2008,1357,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,22,12,2008,2008,1168,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,28,12,2008,2008,1130,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,3,1,2010,2009,1294,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,15,1,2010,2009,1257,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,13,12,2009,2009,1270,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,5,1,2011,2010,1211,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,12,1,2011,2010,1310,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,2,12,2010,2010,442,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,13,12,2010,2010,1271,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,22,1,2012,2011,1325,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,1,2,2012,2011,1877,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,12,12,2011,2011,1097,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,12,1,2013,2012,1264,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,12,12,2012,2012,1135,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,13,12,2012,2012,1402,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,23,12,2012,2012,1302,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,4,1,2014,2013,822,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,14,1,2014,2013,785,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,22,1,2014,2013,688,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,13,12,2013,2013,1311,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,24,12,2013,2013,1013,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,5,1,2015,2014,1595,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,12,1,2015,2014,1508,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,26,1,2015,2014,1926,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,31,1,2015,2014,1987,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,21,2,2015,2014,1888,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,14,12,2014,2014,1660,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,19,2,2016,2015,1485,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,18,11,2015,2015,1149,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,16,12,2015,2015,1507,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
